s.no,Text in Hindi,Text in English,Is Correct,Comment
57,सुलभ इंटरनेशनल के संस्थापक बिंदेश्वर पाठक का मंगलवार को दिल्ली के एम्स में निधन हो गया. सुलभ इंटरनेशनल के सीनियर वाइस प्रेसिडेंट आरसी झा ने उनके निधन की पुष्टि की है.,"Bindeshwar Pathak, the founder of Sulabh International, died on Tuesday at AIIMS in Delhi. RC Jha, Senior Vice President of Sulabh International, has confirmed his death.",FALSE,
58,चीन ने पाकिस्तान के बलूचिस्तान के पोर्ट सिटी ग्वादर में चीनी इंजीनियरों के काफिले पर हुए हमले की निंदा की है.,"China has condemned the attack on a convoy of Chinese engineers in the port city of Gwadar in Balochistan, Pakistan.",FALSE,
59,हरियाणा के पलवल के पोंडरी गाँव में रविवार को कड़ी सुरक्षा के बीच हुई हिंदू महापंचायत में ये फै़सला लिया गया कि 28 अगस्त को नूंह में फिर से विश्व हिंदू परिषद (वीएचपी) की बृज मंडल यात्रा निकाली जाएगी. 31 जुलाई को सांप्रदायिक हिंसा की वजह से ये यात्रा अधूरी रह गई थी.,"It was decided in the Hindu Mahapanchayat held in Pondari village of Palwal, Haryana on Sunday amid tight security that the Brij Mandal Yatra of Vishva Hindu Parishad (VHP) would be taken out again in Nuh on August 28. Due to communal violence on July 31, this yatra remained incomplete.",FALSE,
60,हार्दिक पांड्या की कप्तानी में भारतीय युवा क्रिकेट टीम वेस्टइंडीज़ के ख़िलाफ़ 5 टी-20 की सीरीज़ 2-3 से हार गई लेकिन युवा खिलाड़ियों ने अपने दमदार प्रदर्शन से भविष्य की तस्वीर पेश की.,"Under the captaincy of Hardik Pandya, the Indian youth cricket team lost the 5 T20 series against the West Indies by 2-3, but the young players presented a picture of the future with their strong performance.",FALSE,
61,"सिरीज़ गँवाने के बाद हार्दिक पांड्या ने कहा, “कभी-कभी हारना भी अच्छा होता है. सकारात्मक चीज़ की तरफ़ देखा जाए तो हमने सिरीज़ में काफी सारी चीज़ों को सीखा है.”","After losing the series, Hardik Pandya said, “Sometimes it is good to lose. On the positive side, we have learned a lot in the series.""",FALSE,
62,"बीते महीने भारत ने एक बार फिर चांद के लिए अपना मिशन भेजा है. वहीं, क़रीब पांच दशक के लंबे अंतराल के बाद चांद तक पहुंचने की रेस में रूस भी कूद पड़ा है.","Last month, India has once again sent its mission to the moon. At the same time, after a long gap of about five decades, Russia has also jumped into the race to reach the moon.",FALSE,
63,पाकिस्तान को स्वतंत्र हुए 76 साल से अधिक का समय गुज़र चुका है. इस लंबे अरसे में हम अपने इतिहास के कितने ही हिस्सों से अनजान रहे.,More than 76 years have passed since Pakistan became independent. In this long period we remained ignorant of many parts of our history.,FALSE,
64,भारत और चीन के बीच 19वें दौर की सैन्य वार्ता में भी सीमा विवाद को लेकर बड़ी सफलता नहीं मिली.,"Even in the 19th round of military talks between India and China, there was no major success regarding the border dispute.",FALSE,
65,हरियाणा के नूंह में 31 जुलाई को हुई सांप्रदायिक हिंसा की आग अब भी पूरी तरह बुझी नहीं है.,The fire of communal violence in Haryana's Nuh on 31st July is still not completely extinguished.,FALSE,
65,अटेली कस्बे से दुसरी ओर जा रहे थे की कोरिडोर रेलवे लाईन को पार करते समय वह गाड़ी की चपेट में आ गए जिससे उनकी मौत हो गई। सूचना पाकर मौके पर पहुंची रेलवे पुलिस की टीम ने मृतकों के शवों को कब्जे में लेकर नारनौल सामान्य अस्पताल में पोस्टमार्टम कराकर परिजनों को सौंप दिया।,"Ateli was going to the other side of the town when he was hit by a train while crossing the Corridor railway line and died. After getting the information, the railway police team reached the spot, took the bodies of the dead and handed them over to the relatives after post-mortem at Narnaul General Hospital.",FALSE,
66,हरियाणा डायल 112 पर हमले के मामले बढ़ते जा रहे हैं। इस क्रम जींद से भी डायल 112 पर हमले की खबर मिली है। जिसमें एसपीओ और पुलिसकर्मी घायल हो गए।,"The cases of attack on Haryana Dial 112 are increasing. In this sequence, news of attack on Dial 112 has also been received from Jind. In which SPO and policemen were injured.",FALSE,
67,पहाड़ों में हो रही बारिश से मैदानी क्षेत्र में एक बार फिर से संकट के बादल छा गए हैं। कैथल के चीका से गुजर रही मारकंडा और घग्गर नदी फिर से उफान पर आ गई है। जलस्तर 20.9 फुट पर पहुंच गया है।,"Due to the rains in the mountains, once again the clouds of crisis have engulfed the plains. The Markanda and Ghaggar rivers passing through the Cheeka of Kaithal are in spate again. The water level has reached 20.9 feet.",FALSE,
68,हरियाणा विद्यालय शिक्षा बोर्ड की परीक्षा-2023 में 10वीं और 12वीं कक्षा में हर जिले में टॉप थ्री रैंक लाने वाले मेधावी इस प्रदेशस्तरीय समारोह में सम्मानित किए जाएंगे। विद्यार्थियों को दोपहर 12.30 बजे तक कार्यक्रम स्थल पर पहुंचकर पंजीकरण करवाना होगा।,The meritorious who have secured top three ranks in every district in class 10th and 12th in Haryana School Education Board's examination-2023 will be honored at this state-level function. Students will have to register by reaching the venue by 12.30 noon.,FALSE,
69,करनाल में नशे के लिए एक व्यक्ति ने अपनी जान दे दी। बताया जा रहा है व्यक्ति ने परिवार से नशे के लिए रुपये मांगे थे लेकिन परिवार ने रुपेये देने से मना कर दिया तो उसने नहर में छलांग लगा दी।,"In Karnal, a person gave his life for intoxication. It is being told that the person had asked the family for money for drugs but when the family refused to give the money, he jumped into the canal.",FALSE,
70,युवक की हत्या मामले में नारनौल पुलिस ने चार लोगों को गिरफ्तार किया है। शिकायत में बताया है कि युवक की हत्या प्रेम प्रसंग के चलते की गई थी। फिलहाल पुलिस मामले की जांच में जुटी है।,"Narnaul police has arrested four people in connection with the murder of the youth. It has been told in the complaint that the young man was murdered due to a love affair. At present, the police is engaged in the investigation of the case.",FALSE,
71,कैथल में युवक की हत्या का मामला सामने आया है। मिली जानकारी के अनुसार दो आरोपियों ने मिलकर एक युवक की हत्या कर दी और शव को साथ लगते ज्वार के खेत में छुपा दिया।,"A case of murder of a young man has come to light in Kaithal. According to the information received, the two accused together killed a youth and hid the body in the adjoining jowar field.",FALSE,
72,रेवाड़ी में सड़क हादसे में पिता-पुत्र की मौत हो गई। जानकारी के अनुसार दीपक मंगलवार को वह अपने बेटे 12 वर्षीय बेटे भवदीप के साथ बाइक पर अपने गांव से ही कुछ दूर आगे मोहनपुर में एक पेट्रोल पंप पर गया था। वापस लौटते समय मोहनपुर के पास ही कैंटर ने उनकी बाइक को जबरदस्त टक्कर मार दी,"Father and son died in a road accident in Rewari. According to the information, on Tuesday, Deepak, along with his 12-year-old son Bhavdeep, went on a bike to a petrol pump in Mohanpur, a little further away from his village. While returning, a canter hit his bike near Mohanpur.",FALSE,
73,हांसी में बस पलटने से बड़ा हादसा हो गया। बताया जा रहा है कि हादसा बेसहारा पशुओं के बस के आगे आने के कारण हुआ। बस दिल्ली से राजस्थान के अनूपगढ़ के लिए जा रही थी। बस में 65 के करीब सवारी थी।,A major accident took place in Hansi when the bus overturned. It is being told that the accident happened due to stray animals coming in front of the bus. The bus was going from Delhi to Anupgarh in Rajasthan. There were around 65 passengers in the bus.,FALSE,
74,"रोहतक में क्राइम का ग्राफ लगातार बढ़ता जा रहा है। जिसके कारण पुलिस पर भी सवाल उठने शुरू हो गए हैं। वहीं, रात पार्क में सो रहे व्यक्ति पर हथियारों से हमला कर दिया।","The crime graph in Rohtak is continuously increasing. Because of which questions have started to arise on the police as well. At the same time, a person sleeping in the park was attacked with weapons at night.",FALSE,
75,सुप्रीम कोर्ट ने बुधवार को मथुरा में कृष्ण जन्मभूमि के पास अतिक्रमण करने वालों को फौरी राहत दी। शीर्ष अदालत ने कृष्ण जन्मभूमि के पास अतिक्रमण हटाने के लिए रेलवे अधिकारियों द्वारा चलाए जा रहे विध्वंस अभियान पर 10 दिनों के लिए रोक लगा दी है।,The Supreme Court on Wednesday gave immediate relief to encroachers near Krishna Janmabhoomi in Mathura. The apex court has stayed the demolition drive being carried out by the railway authorities to remove encroachments near Krishna Janmabhoomi for 10 days.,FALSE,
76,"भारतीय क्रिकेट प्रशासक अमृत माथुर ने सुपरस्टार अक्षय कुमार से जुड़े 2009 के एक प्रकरण का खुलासा किया है, जिसने सबको हैरान कर दिया है। उन्होंने बताया है कि कैसे इस सुपरस्टार ने करोड़ों का नुकसान झेलकर आईपीएल की एक टीम को बचाया था।",Indian cricket administrator Amrit Mathur has revealed a 2009 episode involving superstar Akshay Kumar which has left everyone shocked. He has told how this superstar had saved an IPL team after suffering a loss of crores.,FALSE,
77,इंडिया पोस्ट पेमेंट्स बैंक लिमिटेड आज यानी 16 अगस्त 2023 को अनुबंध के आधार पर कार्यकारी के पद पर भर्ती के लिए ऑनलाइन आवेदन विंडो बंद कर देगा।,India Post Payments Bank Limited will close the online application window for recruitment to the post of Executive on contract basis today i.e. 16th August 2023.,TRUE,
78,अजित-शरद की बैठक को लेकर महाराष्ट्र में राजनीतिक घमासान मच गया है. दावा किया जा रहा है कि बीजेपी की ओर से अजित पवार ने शरद पवार को केंद्रीय कैबिनेट में शामिल होने का ऑफर दिया है. कांग्रेस इस पर शरद पवार की प्रतिक्रिया मांग रही है.,"There has been a political tussle in Maharashtra regarding the Ajit-Sharad meeting. It is being claimed that on behalf of the BJP, Ajit Pawar has offered Sharad Pawar to join the Union Cabinet. Congress is seeking Sharad Pawar's response on this.",TRUE,
79,दिल्ली विधानसभा में AAP विधायक ने गंदे पानी को लेकर अपनी ही सरकार को आड़े हाथ लिया। उन्होंने कहा कि दिल्ली के लोग गंदा पानी पीने को मजबूर हैं। जल बोर्ड का काम ठप पड़ा है क्योंकि उनके पास फंड की कमी है।,"In the Delhi Assembly, the AAP MLA took a dig at his own government over dirty water. He said that the people of Delhi are forced to drink dirty water. The work of the Jal Board has come to a standstill as they are short of funds.",TRUE,
80,राहुल द्रविड़ की कोचिंग में भारतीय टीम का रिकॉर्ड बहुत शानदार नहीं रहा है। एशिया कप और टी-20 वर्ल्ड कप में हार के बाद अब फिर एशिया कप और वनडे वर्ल्ड कप खेलना है। ऐसे में द्रविड़ प्लान-7 से इसे अंजाम देना चाहेंगे,"The Indian team's record under Rahul Dravid's coaching hasn't been great. After the defeat in Asia Cup and T20 World Cup, now we have to play Asia Cup and ODI World Cup again. In such a situation, Dravid would like to execute it with Plan-7.",TRUE,
81," एलन मस्क ने रविवार को घोषणा की कि अगले महीने से ट्विटर समाचार संस्थानों को हर आर्टिकल पर प्रति क्लिक के हिसाब से शुल्क वसूलने की अनुमति देगा. कंटेंट क्रिएट करने वालों के लिए उससे पैसे कमाने के इस नए फीचर के साथ ट्विटर ने वैश्विक मंदी के बीच मीडिया घरानों की मदद करने का लक्ष्य रखा है, जिसके कारण कई संस्थानों ने छंटनी की है और कई कार्यक्रम बंद कर दिए.","Elon Musk announced on Sunday that from next month, Twitter will allow news organizations to charge per click on each article. With this new feature for content creators to monetize it, Twitter aims to help media houses amid the global recession that has led to layoffs and closure of programs by many organisations.",TRUE,
82,उत्तर प्रदेश बेसिक शिक्षा विभाग द्वारा आयोजित की जाने वाली यूपी शिक्षक पात्रता परीक्षा के लिए आवेदन प्रक्रिया शुरू होने का इंतजार करने वाले कैंडिडेट्स का इंतजार अब जल्द ही खत्म होने वाला है. ,The wait for the candidates waiting for the start of the application process for the UP Teacher Eligibility Test to be conducted by the Uttar Pradesh Basic Education Department is going to end soon.,TRUE,
83,"इमरान खान तालिबान के पक्ष में माहौल बनाने की हर संभव कोशिश में लगे हैं. इसके लिए अब उन्होंने दुनिया को डराना भी शुरू कर दिया है. इमरान ने अंतरराष्ट्रीय मीडिया में एक लेख लिखकर कहा है कि यदि तालिबान को आर्थिक मदद नहीं दी गई, तो परिणाम गंभीर हो सकते हैं.","Imran Khan is making every possible effort to create an atmosphere in favor of the Taliban. For this, now they have also started scaring the world. Imran has written an article in the international media saying that if financial aid is not given to the Taliban, the consequences can be serious.",TRUE,
84,नेशनल कॉन्फ्रेंस के अध्यक्ष फारूक अब्दुल्ला 13 मार्च को नजरबंदी से रिहा हुए थे वहीं 14 महीने बाद महबूबा मुफ्ती को भी रिहा कर दिया गया. ,"National Conference President Farooq Abdullah was released from house arrest on March 13, while Mehbooba Mufti was also released after 14 months.",TRUE,
85,भारत और आयरलैंड के बीच 18 अगस्त से तीन मैचों की टी20 सीरीज की शुरुआत होगी. इस सीरीज में तेज गेंदबाज जसप्रीत बुमराह टीम इंडिया की कमान संभालेंगे.,"The three-match T20 series will start between India and Ireland from 18 August. In this series, fast bowler Jasprit Bumrah will take command of Team India.",TRUE,
86,हरियाणा सरकार ने ये फैसला UPSC के पैनल से तीन नामों के फ़ाइनल होने के बाद किया गया. UPSC से आये पैनल में शत्रुजीत कपूर सबसे जूनियर थे लेकिन बावजूद इसके सरकार ने शत्रुजीत कपूर को नये DGP के लिये चुना है.,"This decision was taken by the Haryana government after the finalization of three names from the UPSC panel. Shatrujit Kapoor was the junior most in the panel that came from UPSC, but despite this the government has selected Shatrujit Kapoor as the new DGP.",TRUE,
87,"एडमिशन स्टाफ विदेशी कैंडिडेट्स को बता रहे हैं कि उन्हें ब्रिटिश स्टूडेंट्स पर 'एडवांटेज' है क्योंकि उन्हें पहले ही अपने ग्रेड मिल चुके हैं. इसका मतलब यह है कि उन्हें सबसे पॉपुलर कोर्सेज में स्थान सुरक्षित करने के लिए 'जितनी जल्दी हो सके' आवेदन करना चाहिए, जिनमें अभी भी सितंबर के लिए स्थान उपलब्ध हैं.",Admissions staff are telling foreign candidates that they have an 'advantage' over British students because they have already got their grades. This means they should apply 'as early as possible' to secure a place on the most popular courses which still have places available for September.,TRUE,
88,"आजकल सोशल मीडिया पर ज्यादातर लोग मौजूद हैं, ऐसे में जब स्कैमर्स आपको टारगेट करते हैं तो उनकी कोशिश रहती है कि आपकी समस्या का समाधान करें. स्कैमर्स की तरफ से ऐसा कहा जाता है कि उनके पास आपकी समस्या का समाधान है और वह आपकी पूरी मदद करेंगे और यहीं पर लोग झांसा खा जाते हैं. आपको इस झांसे में नहीं आना चाहिए और ऐसा कहने पर आपको तुरंत ही अलर्ट मोड पर आकर इसे रिपोर्ट करना चाहिए.","Nowadays, most people are present on social media, in such a situation, when scammers target you, they try to solve your problem. It is said from the side of the scammers that they have a solution to your problem and they will help you completely and this is where people get scammed. You should not fall into this trap and on saying this, you should report it immediately by coming on alert mode.",TRUE,
89,"बिहार सरकार शुष्क बागवानी योजना के अंतर्गत राज्य के किसानों को शुष्क खेती करने के लिए सरकार 50 फीसदी की सब्सिडी दे रही है. इसके तहत किसान फलदार पौधे जैसे आंवला, बेर, जामुन, कटहल, बेल, अनार नींबू और मीठा नींबू लगा सकते हैं.","Under the Bihar government dry horticulture scheme, the government is giving 50 percent subsidy to the farmers of the state to do dry farming. Under this, farmers can plant fruit trees like Amla, Ber, Jamun, Jackfruit, Bael, Pomegranate, Lemon and Sweet Lemon.",TRUE,
90,"किसानों की आय बढ़ाने के लिए सरकार आए दिन नई-नई योजनाएं लॉन्च करती रहती है. किसान इन योजनाएं का लाभ ले सकें, इसके लिए कभी-कभी जागरूकता कार्यक्रम भी भी चलाए जाते हैं ","To increase the income of the farmers, the government keeps on launching new schemes every day. Sometimes awareness programs are also run so that farmers can take advantage of these schemes.",TRUE,
91,"प्रधानमंत्री नरेंद्र मोदी ने लाल किले की प्राचीर से देश के नाम संबोधन में कई बड़े ऐलान किए. पीएम मोदी ने कृषि क्षेत्र में तकनीक लाने की बात भी कही और वीमेन सेल्फ ग्रुप की महिला को ड्रोन चलाने की ट्रेनिंग देने की योजना बताई. उन्होंने कृषि के काम में ड्रोन की सेवाएं की शुरुआत की बात कही,  जिससे किसान और कृषि समाज आगे बढ़ सके. ","Prime Minister Narendra Modi made many big announcements in his address to the nation from the ramparts of the Red Fort. PM Modi also talked about bringing technology in the agriculture sector and told about the plan to train the women of the Women's Self Group to operate drones. He talked about starting the services of drones in agricultural work, so that farmers and agricultural society can move forward.",TRUE,
92,सिरोही जिले का एक किसान चर्चा का विषय बना हुआ है.  किसान खेती के जरिए सालाना 40 लाख रुपये से ज्यादा की कमाई कर रहा है. श्रवण सिंह ने बताया कि वो खेती करने से पहले वो रेडीमेड कपड़ों का व्यवसाय करते थे. लेकिन उन्होंने जब धीर-धीरे खेती में अपने हाथ आजमाने शुरू किए तो मुनाफा बढ़ता चला गया. फिर उन्होंने अपने रेडीमेड गारमेंट्स के शोरूम बंद कर दिए. ,"A farmer of Sirohi district has become a topic of discussion. The farmer is earning more than Rs 40 lakh annually through farming. Shravan Singh told that before doing farming, he used to do business of readymade clothes. But when he slowly started trying his hands in farming, the profits kept increasing. Then he closed the showrooms of his readymade garments.",TRUE,
93,अर्जुन मुखिया और उनकी पत्नी जीरा देवी दो साल पहले तक घर -घर मछली बेचने का काम करते थे. साल 2021 में उन्हें प्रधानमंत्री मत्स्य संपदा योजना के तहत बायोफ्लॉक टैंक से मछली पालन के लिए 4 लाख 50 हजार रुपये का अनुदान भी मिला था.,"Arjun Mukhiya and his wife Jeera Devi used to sell fish door-to-door until two years ago. In the year 2021, under Pradhan Mantri Matsya Sampada Yojana, they had also received a grant of Rs 4 lakh 50 thousand for fish farming from biofloc tank.",TRUE,
94,मेडिसिनल प्लांट्स की खेती में लागत कम आती है. इन फसलों की खेती में मुनाफा भी अन्य फसलों के मुताबिक अधिक होता है. ,The cost of cultivation of medicinal plants is less. The profit in the cultivation of these crops is also more as compared to other crops.,TRUE,
95,"अंबाला के आजाद नगर इलाके में दो-दो फुट खड़े पानी से लोग परेशान हो रहे है. पानी निकासी न होने के चलते टूटी नालियां, सड़के पर तैर रहे जहरीले जानवरों के डर से लोगों का घर से बाहर निकलना दूभर हो रहा है.  इलाके में दो-दो फुट खड़े गटर के गंदे पानी से घरों में बदबू फैल रही है.","In Azad Nagar area of ​​Ambala, people are getting worried due to two feet of standing water. Due to lack of drainage, broken drains, fear of poisonous animals floating on the road, people are finding it difficult to get out of the house. Due to the dirty water of the gutter standing two feet in the area, the smell is spreading in the houses.",TRUE,
96,तमिलनाडु के मुख्यमंत्री एम. के. स्टालिन ने कहा कि अगर नीट से छूट के हमारे विधेयक को मंजूरी दे दी जाती और +2 अंकों के आधार पर मेडिकल प्रवेश दिया जाता तो छात्र आत्महत्याओं से बचा जा सकता था. ,Tamil Nadu Chief Minister M.K. Stalin said that if our bill for exemption from NEET was approved and medical admission was given on the basis of +2 marks then student suicides could have been avoided.,TRUE,
97,कर्नाटक प्रदेश कांग्रेस कमेटी के ऑफिस में सोमवार को आयोजित एक बैठक के दौरान सीएम सिद्धारमैया ने एनईपी को रद्द करने की बात कही. उन्होंने कहा कि पिछली भाजपा सरकार द्वारा लागू की गई एनईपी अगले शैक्षणिक वर्ष से पूरी तरह वापस ले ली जाएगी. ,"During a meeting held on Monday at the Karnataka Pradesh Congress Committee office, CM Siddaramaiah talked about the cancellation of NEP. He said that the NEP implemented by the previous BJP government will be completely withdrawn from the next academic year.",TRUE,
98,आईआईटी के छात्र अधिक अंक हासिल करने की चुनौती और प्रतिस्पर्धा के कारण काफी स्ट्रेस ले रहे हैं और सुसाइड जैसा खतरनाक कदम उठा रहे हैं. ,IIT students are taking a lot of stress due to the challenge and competition to score more marks and are taking dangerous steps like suicide.,TRUE,
99,"टीचर्स और अन्य स्टाफ से भी क्लासरूम,प्लेग्राउंड, लैबोरेट्री और लाइब्रेरी जैसी जगह जहां पर टीचिंग और लर्निंग एक्टिविटी होती है, वहां मोबाइल फोन से परहे.","Avoid mobile phones from teachers and other staff in places like classroom, playground, laboratory and library where teaching and learning activities take place.",FALSE,Not sure what the Hindi text means.
100,इंग्लैंड की टेस्ट टीम के कप्तान बेन स्टोक्स ने वनडे से रिटायरमेंट का फ़ैसला वापस ले लिया है.,England's Test team captain Ben Stokes has withdrawn the decision of retirement from ODIs.,TRUE,
